code,label,broader
NP_HUN,Hungarian National Assembly,
NP_IRL_DAI,Dáil Éireann,
NP_IRL_SEA,Seanad Éireann,
NP_ITA_DEP,Chamber of Deputies of the Italian Parliament,
NP_ITA_SEN,Senate of the Italian Republic,
NP_LTU,Parliament of the Republic of Lithuania,
NP_LUX,Luxembourg Chamber of Deputies,
NP_LVA,Parliament of the Republic of Latvia,
NP_MLT,Maltese House of Representatives,
NP_NLD_EER,Senate of the Netherlands,
NP_NLD_TWE,House of Representatives of the Netherlands,
NP_POL_SEJ,Sejm of the Republic of Poland,
NP_POL_SEN,Senate of the Republic of Poland,
NP_PRT,Portuguese Assembleia da República,
NP_ROU_DEP,Chamber of Deputies of Romania,
NP_ROU_SEN,Senate of Romania,
NP_SVK,National Council of the Slovak Republic,
NP_SVN_SVE,National Council of the Republic of Slovenia,
NP_SVN_ZBO,National Assembly of the Republic of Slovenia,
NP_SWE,Riksdag of Sweden,
NSC,North Sea Conference,
NSG,Nuclear Suppliers Group,
OAPEC,Organization of Arab Petroleum Exporting Countries,
OAU,Organisation of African Unity,
ODC,Open Data Commons,
OLAF_1988_0,Anti-Fraud Coordination,COM
PMO,Office for the Administration and Payment of Individual Entitlements,COM
OIL,Office for Infrastructure and Logistics in Luxembourg,COM
PRESS_1967_0,Press and Communication Service,COM
PC_CONJ,Conjunctural Policy Committee,COM
REFOR,Reform and Investment Task Force,COM
PRESS,Directorate-General for Press and Communication,COM
PC_MTE,Medium-term Economic Policy Committee,COM
REA_2008_0,Research Executive Agency,COM
PC_BUDG,Budgetary Policy Committee,COM
PMG,Politico-Military Group,CONSIL
RECOVER,Recovery and Resilience Task Force,SG
RCN,Reactor Centre Netherlands,EAEC
PRESS_COMMUN,Press and Information Service,ECSC_HA
OHCHR,Office of the High Commissioner for Human Rights,UNO
OSAGI,Office of the Special Adviser to the Secretary-General on Gender Issues and Advancement of Women,UNO
OHCHR_1993_0,Office of the High Commissioner for Human Rights,UNO
PUBL_1952_0,Publications department,ECSC
OMB_SG,Secretariat-General of the European Ombudsman,OMB
OIC,Organisation of Islamic Cooperation,
OICONF,Organisation of the Islamic Conference,
OIE,International Office of Epizootic Diseases,
OPCW,Organization for the Prohibition of Chemical Weapons,
OPEC,Organization of the Petroleum Exporting Countries,
OTIF,Intergovernmental Organisation for International Carriage by Rail,
PACIFIC_AL,Pacific Alliance,
PAHO,Pan American Health Organization,
PAP,Pan-African Parliament,
PCA,Permanent Court of Arbitration,
PIF,Pacific Islands Forum,
PLAN_CMB,Colombo Plan,
RECCEE,Regional Environmental Center for Central and Eastern Europe,
REFORM,Directorate-General for Structural Reform Support,COM
REGIO_1968_0,DG XVI – Regional Policy,COM
REGIO_1997_0,DG XVI – Regional Policy and Cohesion,COM
REGIO_1999_0,Directorate-General for Regional Policy,COM
REPRES_CZE_2004_0,Representation in the Czech Republic,COM
REPRES_DEU_BON,Representation in Germany – Bonn,COM
REPRES_FRA_MRS,Representation in France – Marseille,COM
REPRES_GBR_BEL,Representation in the United Kingdom – Northern Ireland,COM
REPRES_GBR_CDF,Representation in the United Kingdom – Wales,COM
REPRES_GBR_EDI,Representation in the United Kingdom – Scotland,COM
REPRES_POL_WRO,Representation in Poland – Wrocław,COM
RSB,Regulatory Scrutiny Board,COM
REPRES_PERM,Permanent representations,EUMS
RESPA,Regional School for Public Administration,
RTD_1967_0,DG XII – General Research and Technology,COM
RTD_1973_0,"DG XII – Research, Science and Education",COM
RTD_1981_0,"DG XII – Science, Research and Development",COM
RTD_1999_0,Directorate-General for Research,COM
SAM_ADV,Group of Chief Scientific Advisors,COM
RTD_1957_0,Directorate-General for Research and Education,EAEC_COM
SACU,Southern African Customs Union,
SC_OLAF,Supervisory Committee of OLAF,COM
SANCO_1999_0,Directorate-General for Health and Consumer Protection,COM
SCIC_1991_0,Joint Interpreting and Conference Service,COM
SG_1967_0,Secretariat-General,COM
SANCO_1978_0,Environment and Consumer Protection Service,COM
SANCO_1967_0,Consumer Policy Service,COM
SJ_1967_0,Legal Service,COM
SCR_1998_0,Joint Service for the Management of Community Aid to Non-Member Countries,COM
SANCO_1994_0,DG XXIV – Consumer Policy and Consumer Health Protection,COM
SCAD_1969_0,Central Documentation Service,HR
SJ_COMMUN,Legal Service,ECSC
SHCMOEI_1957_0,Mines Safety Commission,ECSC
SHCMOEI_1965_0,Mines Safety and Health Commission,ECSC
SKY,Clean Sky 2 Joint Undertaking,EURAG
SKY_2008_0,Clean Sky Joint Undertaking,EURAG
SESAR_2007_0,SESAR Joint Undertaking,EURAG
SCO,Shanghai Cooperation Organisation,
SEATO,Southeast Asia Treaty Organization,
SPC_1947_0,South Pacific Commission,
TASKF_A50_UK,Article 50 Task Force,COM
TAXUD_1968_0,Service of the Customs Union,COM
STECF_1979_0,Scientific and Technical Committee for Fisheries,COM
SRSS,Structural Reform Support Service,COM
SPC_1997_0,Secretariat of the Pacific Community,
STC,Scientific and Technical Committee,
TAXUD_1982_0,DG XXI – Customs and Indirect Taxation,COM
TAXUD_1999_0,DG XXI – Taxation and Customs Union,COM
TRADE_1999_0,Directorate-General for Trade,COM
TREN_1999_0,Directorate-General for Transport,COM
UKTF,UK Task Force,COM
UCPM,EU Civil Protection Mechanism,ECHO
UFC,Uniting for Consensus,UNO
UNACCTO,United Nations Advisory Committee of Experts on the Prevention of Crime and the Treatment of Offenders,UNO
UNACSTD,United Nations Advisory Committee on Science and Technology for Development,UNO
UNAHCCTO,United Nations Ad Hoc Advisory Committee of Experts on the Prevention of Crime and the Treatment of Offenders,UNO
UNCCPC,United Nations Committee on Crime Prevention and Control,UNO
UNCCPCJ,United Nations Commission on Crime Prevention and Criminal Justice,UNO
UNCED,United Nations Conference on Environment and Development,UNO
UNCENRD,United Nations Committee on Energy and Natural Resources for Development,UNO
UNCHRC,United Nations Human Rights Committee,UNO
UNCND,United Nations Commission on Narcotic Drugs,UNO
UNCNR,United Nations Committee on Natural Resources,UNO
UNCNRED,United Nations Committee on New and Renewable Sources of Energy and on Energy for Development,UNO
UNCOMPD,United Nations Commission on Population and Development,UNO
UNCRD,United Nations Centre for Regional Development,UNO
UNCSD,United Nations Commission on Sustainable Development,UNO
UNCSOCD,United Nations Commission for Social Development,UNO
UNCSW,United Nations Commission on the Status of Women,UNO
UNCTAD,United Nations Conference on Trade and Development,UNO
UNDP,United Nations Development Programme,UNO
UNECA,United Nations Economic Commission for Africa,UNO
UNECAFE,United Nations Economic Commission for Asia and the Far East,UNO
UNECLA,United Nations Economic Commission for Latin America,UNO
UNECLAC,United Nations Economic Commission for Latin America and the Caribbean,UNO
UNECWA,United Nations Economic Commission for Western Asia,UNO
UNESCAP,United Nations Economic and Social Commission for Asia and the Pacific,UNO
UNESCWA,United Nations Economic and Social Commission for Western Asia,UNO
UNESOB,United Nations Economic and Social Office in Beirut,UNO
UNFF,United Nations Forum on Forests,UNO
UNFPA,United Nations Population Fund,UNO
UNFPA_1967_0,United Nations Trust Fund for Population Activities,UNO
UNFPA_1972_0,United Nations Fund for Population Activities,UNO
UNGA,General Assembly of the United Nations,UNO
UNHLPF,United Nations High-level Political Forum on Sustainable Development,UNO
UNHRCOU,United Nations Human Rights Council,UNO
UNICRI,United Nations Interregional Crime and Justice Research Institute,UNO
UNIDIR,United Nations Institute for Disarmament Research,UNO
TRCOM,Transport Community,
TRI_SVB,Slavkov Triangle,
TRI_WMR,Weimar Triangle,
TUTB,European Trade Union Technical Bureau for Health and Safety,
UEFA,Union of European Football Associations,
UNASUR,Union of South American Nations,
WP_AQ,Working Party on Atomic Questions,CONSIL
WP_CL,Working Party on Company Law,CONSIL
WP_AGR,Working Party on Agricultural Products,CONSIL
WP_COASI,Asia-Oceania Working Party,CONSIL
WP_AVIA,Working Party on Aviation,CONSIL
WP_ACP,"African, Caribbean and Pacific Working Party",CONSIL
WP_AVM,Audiovisual and Media Working Party,CONSIL
WP_AGRIFIN,Working Party on Financial Agricultural Questions,CONSIL
WP_COAFR,Africa Working Party,CONSIL
WP_AG2030,Working Party on the 2030 Agenda for Sustainable Development,CONSIL
WP_ASYLUM,Asylum Working Party,CONSIL
WP29,Article 29 Working Party,EURUN
UNTC,United Nations Trusteeship Council,UNO
UNPCOM,United Nations Population Commission,UNO
UNIGCSTD,United Nations Intergovernmental Committee on Science and Technology for Development,UNO
UNSCOM,United Nations Statistical Commission,UNO
UN_INSTRAW,International Research and Training Institute for the Advancement of Women,UNO
UNRISD,United Nations Research Institute for Social Development,UNO
UNWOMEN,UN Women,UNO
UNITAR,United Nations Institute for Training and Research,UNO
UNSD,United Nations Statistics Division,UNO
UNIFEM,United Nations Development Fund for Women,UNO
UNISIST,World Scientific and Technical Information System,UNO
UNTECCOM,United Nations technical commission,UNO
UNREGICOM,United Nations regional commission,UNO
UNWTO,World Tourism Organization,UNO
UNSB,United Nations subsidiary body,UNO
UNODC,United Nations Office on Drugs and Crime,UNO
UNSOCCOM,United Nations Social Commission,UNO
WEU_ISS,Western European Union Institute for Security Studies,WEU
WEU_SC,Western European Union Satellite Centre,WEU
UNIDROIT,International Institute for the Unification of Private Law,
UPC,Unified Patent Court,
USMCA,United States – Mexico – Canada Agreement,
V3,Visegrad Triangle,
V4,Visegrad Group,
WADA,World Anti-Doping Agency,
WAEMU,West African Economic and Monetary Union,
WCDC,Working Community of the Danube Countries,
WCL,World Confederation of Labour,
WCO,World Customs Organization,
WEU_1948_0,Western Union,
WFC,World Food Council,
WFD,World Federation of the Deaf,
WOAH,World Organisation for Animal Health,
WP_COCON,Working Party on Consular Affairs,CONSIL
WP_CODEV-PI,Working Party on Development Cooperation and International Partnerships,CONSIL
WP_CODLEG,Working Party on Codification of Legislation,CONSIL
WP_COELA,Working Party on Enlargement and Countries Negotiating Accession to the EU,CONSIL
WP_COEST,Working Party on Eastern Europe and Central Asia,CONSIL
WP_COHAFA,Working Party on Humanitarian Aid and Food Aid,CONSIL
WP_COHOM,Working Party on Human Rights,CONSIL
WP_COJUR,Working Party on Public International Law,CONSIL
WP_COLAC,Working Party on Latin America and the Caribbean,CONSIL
WP_COMAR,Working Party on the Law of the Sea,CONSIL
WP_COMET,Working Party on restrictive measures to combat terrorism,CONSIL
WP_COMP,Working Party on Competition,CONSIL
WP_COMPGRO,Working Party on Competitiveness and Growth,CONSIL
WP_CONUN,United Nations Working Party,CONSIL
WP_COPEN,Working Party on Judicial Cooperation in Criminal Matters,CONSIL
WP_COTRA,Working Party on Transatlantic Relations,CONSIL
WP_COWEB,Working Party on the Western Balkans Region,CONSIL
WP_CPI,Working Party on Consumer Protection and Information,CONSIL
WP_CU,Working Party on Customs Union,CONSIL
WP_CURIA,Working Party on the Court of Justice,CONSIL
WP_DI,Working Party on Defence Industry,CONSIL
WP_DP,Working Party on Data Protection,CONSIL
WP_DUAL-USE,Working Party on Dual-Use Goods,CONSIL
WP_EFTA,Working Party on the European Free Trade Association (EFTA),CONSIL
WP_EJUST,Working Party on e-Justice,CONSIL
WP_EM,Working Party on External Aspects of Asylum and Migration,CONSIL
WP_ENERGY,Working Party on Energy,CONSIL
WP_ENV,Working Party on the Environment,CONSIL
WP_FICO,Working Party of Financial Counsellors,CONSIL
WP_FISHERIES,Working Party on Fisheries Policy,CONSIL
WP_FOOD,Working Party on Food and Food Systems,CONSIL
WP_FORESTRY,Working Party on Forestry,CONSIL
WP_FREMP,"Working Party on Fundamental Rights, Citizens' Rights and Free Movement of Persons",CONSIL
WP_FRONTIERS,Working Party on Frontiers,CONSIL
WP_FSA,Financial Services Attachés,CONSIL
WP_FSBA,Working Party on Financial Services and the Banking Union,CONSIL
WP_GAF,Working Party on Combating Fraud,CONSIL
WP_GAG,Working Party on General Affairs,CONSIL
WP_GRIA,Working Party on Genetic Resources and Innovation in Agriculture,CONSIL
WP_HA,Working Party on Horizontal Agricultural Questions,CONSIL
WP_IE,Working Party on International Environment Issues,CONSIL
WP_IFA,Working Party on International Food and Agricultural Questions,CONSIL
WP_IMEX,"Working Party on Integration, Migration and Expulsion",CONSIL
WP_INFO,Working Party on Information,CONSIL
WP_IP,Working Party on Intellectual Property,CONSIL
WP_IXIM,Working Party on JHA Information Exchange,CONSIL
WP_JUSTCIV,Working Party on Civil Law Matters,CONSIL
WP_LANDTRANS,Working Party on Land Transport,CONSIL
WP_LE,Law Enforcement Working Party,CONSIL
WP_LEGLING,Working Party of Legal/Linguistic Experts,CONSIL
WP_MAMA,Mashreq/Maghreb Working Party,CONSIL
WP_MARITIME,Working Party on Maritime Issues,CONSIL
WP_MED,Working Party on Pharmaceuticals and Medical Devices,CONSIL
WP_MOG,Middle East/Gulf Working Party,CONSIL
WP_NPAE,Working Party on Non-Proliferation and Arms Exports,CONSIL
WP_OR,Working Party on Own Resources,CONSIL
WP_OSCE_COE,Working Party on the OSCE and the Council of Europe,CONSIL
WP_PLANT,Working Party on Plants and Plant Health Questions,CONSIL
WP_POST,Working Party on Postal Services,CONSIL
WP_PROBA,Working Party on Commodities,CONSIL
WP_PROCIV,Working Party on Civil Protection,CONSIL
WP_PU,Working Party on Public Health,CONSIL
WP_RELEX,Working Party of Foreign Relations Counsellors,CONSIL
WP_RESEARCH,Working Party on Research,CONSIL
WP_SCHENGEN,Working Party for Schengen Matters,CONSIL
WP_SHIP,Working Party on Shipping,CONSIL
WP_SMOR,Working Party on Structural Measures and Outermost Regions,CONSIL
WP_SPACE,Working Party on Space,CONSIL
WP_SPORT,Working Party on Sport,CONSIL
WP_SQ,Working Party on Social Questions,CONSIL
WP_SR,Working Party on Staff Regulations,CONSIL
WP_STAT,Working Party on Statistics,CONSIL
WP_TAX,Working Party on Tax Questions,CONSIL
WP_TER,Working Party on Terrorism,CONSIL
WP_TER_INT,Working Party on Terrorism (International Aspects),CONSIL
WP_TH,Working Party on Technical Harmonisation,CONSIL
WP_UK,Working Party on the United Kingdom,CONSIL
WP_VISA,Visa Working Party,CONSIL
WP_TN,Working Party on Transport – Intermodal Questions and Networks,CONSIL
WP_YOUTH,Youth Working Party,CONSIL
WP_VET,Working Party on Animals and Veterinary Questions,CONSIL
WP_TIS,Working Party on Telecommunications and Information Society,CONSIL
WP_WALC,Working Party on Wines and Alcohol,CONSIL
WP_TRADE,Working Party on Trade Questions,CONSIL
CGIAR_CIARC,CGIAR Consortium of International Agricultural Research Centers,CGIAR
ITA_CNR_ISMAR,Istituto di Scienze Marine,ITA_CNR
ITA_CNR_IAS,Istituto per lo studio degli impatti Antropici e Sostenibilità in Ambiente Marino,ITA_CNR
CMT_SC_IA,Security Committee – Information Assurance,CMT_SC
CMT_SC_SAB,Security Accreditation Board,CMT_SC
CMT_SC_TSCM,Technical Surveillance Counter-Measures Expert Group,CMT_SC
COR_GROUP_EA,European Alliance,COR_GROUP
COR_GROUP_EA_2005_0,Union for Europe of the Nations – European Alliance,COR_GROUP
COR_GROUP_EA_2010_0,Union for Europe of the Nations – European Alliance,COR_GROUP
COR_GROUP_ECR,European Conservatives and Reformists Group,COR_GROUP
COR_GROUP_ECR_2013_0,European Conservatives and Reformists Group,COR_GROUP
COR_GROUP_GREENS,The Greens and Progressives,COR_GROUP
COR_GROUP_GREENS_2020_0,The Greens,COR_GROUP
COR_GROUP_NI,Non-attached (NI),COR_GROUP
COR_GROUP_NI_1994_0,Non-attached,COR_GROUP
COR_DIR_A_2011_0,Directorate for Administration and Finance,COR_SG
COR_DIR_B_2011_0,Directorate for Member Services and Registry,COR_SG
COR_DIR_COMMUNICATION_2012_0,"Directorate for Communication, Press and Events",COR_SG
COR_DIR_C_2011_0,Directorate for Consultative Work,COR_SG
COR_DIR_D_2011_0,"Directorate for Communication, Press and Events",COR_SG
COR_DIR_E_2011_0,Directorate for Horizontal policies and networks,COR_SG
COR_DIR_LEGISLATIVE_1,Directorate for Legislative Work 1,COR_SG
COR_DIR_LEGISLATIVE_2,Directorate for Legislative Work 2,COR_SG
COR_DIR_LOGISTICS,Directorate for Logistics,COR_SG
COR_DIR_MEMBERS_PLENARIES,Directorate for Members and Plenaries,COR_SG
COR_DIR_MEMBER_SERVICES,Directorate for Member Services and Registry,COR_SG
COR_DIR_T,Directorate for Translation,COR_SG
COR_DIR_TRANSLATION,Directorate for Translation,COR_SG
DEL_AFG,Delegation to Afghanistan,EEAS_DEL
DEL_AFRICANUNION,Delegation to the African Union,EEAS_DEL
DEL_ARE,Delegation to United Arab Emirates,EEAS_DEL
DEL_ARM,Delegation to Armenia,EEAS_DEL
DEL_ASEAN,EU Mission to ASEAN,EEAS_DEL
DEL_BEN,Delegation to Benin,EEAS_DEL
DEL_BHR_OMN_SAU,"Delegation to Bahrain, Oman, and Saudi Arabia",EEAS_DEL
DEL_BOL,Delegation to Bolivia,EEAS_DEL
DEL_BRB,Delegation to Barbados and the Eastern Caribbean,EEAS_DEL
DEL_BRB_OECS_CARIFORUM_CARICOM,"Delegation to Barbados, the Eastern Caribbean States, the OECS and CARICOM/CARIFORUM",EEAS_DEL
DEL_BWA,Delegation to Botswana,EEAS_DEL
DEL_BWA_SADC,Delegation to Botswana and SADC,EEAS_DEL
DEL_CHE_LIE,Delegation to Switzerland and to Liechtenstein,EEAS_DEL
DEL_CIV,Delegation to Ivory Coast,EEAS_DEL
DEL_CMR,Delegation to Cameroon,EEAS_DEL
DEL_COD,Delegation to the Democratic Republic of the Congo,EEAS_DEL
DEL_COG,Delegation to Congo,EEAS_DEL
AMLA,Authority for Anti-Money Laundering and Countering the Financing of Terrorism,EURAG
CJU,Chips Joint Undertaking,EURAG
DEL_COU_EUR,Delegation to the Council of Europe,EEAS_DEL
DEL_CPV,Delegation to Cabo Verde,EEAS_DEL
DEL_CUB,Delegation to Cuba,EEAS_DEL
DEL_DEL_IDN_BRN_ASEAN,"Delegation to Indonesia, Brunei Darussalam and ASEAN",EEAS_DEL
DEL_DJI,Delegation to Djibouti,EEAS_DEL
DEL_DJI_IGAD,Delegation to Djibouti and IGAD,EEAS_DEL
DEL_DOM,Delegation to the Dominican Republic,EEAS_DEL
DEL_DOM_CUB,Delegation to the Dominican Republic and to Cuba,EEAS_DEL
DEL_DZA,Delegation to Algeria,EEAS_DEL
DEL_EGY,Delegation to Egypt,EEAS_DEL
DEL_GAB_STP_GNQ,"Delegation to Gabon, to São Tomé and Príncipe and to Equatorial Guinea",EEAS_DEL
DEL_GAB_STP_GNQ_ECCAS,"Delegation to Gabon, Equatorial Guinea, São Tomé-et-Principe and CEEAC",EEAS_DEL
DEL_GBR,Delegation to the United Kingdom,EEAS_DEL
DEL_GHA,Delegation to Ghana,EEAS_DEL
DEL_GIN,Delegation to Guinea,EEAS_DEL
DEL_GMB,Delegation to The Gambia,EEAS_DEL
DEL_GNB,Delegation to Guinea-Bissau,EEAS_DEL
DEL_GTM,Delegation to Guatemala,EEAS_DEL
DEL_GUY_SUR,"Delegation to Guyana, for Suriname, and with responsibility for Aruba, Bonaire, Curaçao, Saba, Saint Barthélemy, Sint Eustatius and Sint Maarten",EEAS_DEL
DEL_GUY_SUR_TTO,"Delegation to Guyana, Suriname, Trinidad and Tobago and for the Dutch Overseas Countries and Territories",EEAS_DEL
DEL_HKG,Delegation to Hong Kong and Macao,EEAS_DEL
DEL_HND,Delegation to Honduras,EEAS_DEL
DEL_HTI,Delegation to Haiti,EEAS_DEL
DEL_IDN_BRN,Delegation to Indonesia and Brunei Darussalam,EEAS_DEL
DEL_IDN_BRN_ASEAN,"Delegation to Indonesia, Brunei Darussalam and ASEAN",EEAS_DEL
DEL_IRQ,Delegation to Iraq,EEAS_DEL
DEL_ISR,Delegation to Israel,EEAS_DEL
DEL_JAM_BLZ_BHS,"Delegation to Jamaica, Belize, The Bahamas, Turks and Caicos Islands and Cayman Islands",EEAS_DEL
DEL_JOR,Delegation to Jordan,EEAS_DEL
DEL_KEN,Delegation to Kenya,EEAS_DEL
DEL_KOR,Delegation to South Korea,EEAS_DEL
DEL_KWT,Delegation to Kuwait,EEAS_DEL
DEL_LAO,Delegation to Laos,EEAS_DEL
DEL_LBN,Delegation to Lebanon,EEAS_DEL
DEL_LBR,Delegation to Liberia,EEAS_DEL
DEL_LBY,Delegation to Libya,EEAS_DEL
DEL_MDA,Delegation to Moldova,EEAS_DEL
DEL_MDG,Delegation to Madagascar,EEAS_DEL
DEL_MMR,Delegation to Myanmar / Burma,EEAS_DEL
DEL_MNG,Delegation to Mongolia,EEAS_DEL
DEL_MOZ,Delegation to Mozambique,EEAS_DEL
DEL_MRT,Delegation in Mauritania,EEAS_DEL
DEL_MWI,Delegation to Malawi,EEAS_DEL
DEL_MYS,Delegation to Malaysia,EEAS_DEL
DEL_NAM,Delegation to Namibia,EEAS_DEL
DEL_NER,Delegation to Niger,EEAS_DEL
DEL_NIC_CRI_PAN_SICA,"Delegation to Nicaragua, Costa Rica and Panama and to the Central American Integration System (SICA)",EEAS_DEL
DEL_NIC_SICA,Delegation to Nicaragua and to the Central American Integration System (SICA),EEAS_DEL
DEL_NIC_SICA_2014_0,Delegation to Nicaragua and to the Central American Integration System (SICA),EEAS_DEL
DEL_NIC_SLV_HND,"Delegation to Nicaragua, to El Salvador and to Honduras",EEAS_DEL
DEL_NPL,Delegation to Nepal,EEAS_DEL
DEL_OECD_UNESCO,Delegation to the OECD and the UNESCO in Paris,EEAS_DEL
DEL_ORG_INT,Delegation to the International Organisations in Vienna,EEAS_DEL
DEL_ORG_WTO,Permanent Mission to the World Trade Organisation,EEAS_DEL
DEL_PACIFIC,Delegation for the Pacific,EEAS_DEL
DEL_PAN,Delegation to Panama,EEAS_DEL
DEL_PER,Delegation to Peru,EEAS_DEL
DEL_PNG,Delegation to Papua New Guinea,EEAS_DEL
DEL_PRK,Delegation to North Korea,EEAS_DEL
DEL_PSE,Delegation to the Palestinian territories,EEAS_DEL
DEL_PSE_UNRWA,"Delegation to West Bank and Gaza Strip, UNRWA",EEAS_DEL
DEL_RWA,Delegation to Rwanda,EEAS_DEL
DEL_SAU,Delegation to Saudi Arabia,EEAS_DEL
DEL_SDN,Delegation to Sudan,EEAS_DEL
DEL_SEN,Delegation to Senegal,EEAS_DEL
DEL_SGP,Delegation to Singapore,EEAS_DEL
DEL_SLB,Delegation to Solomon Islands,EEAS_DEL
DEL_SLE,Delegation to Sierra Leone,EEAS_DEL
DEL_SLV,Delegation to El Salvador,EEAS_DEL
DEL_SOM,Delegation to Somalia,EEAS_DEL
DEL_SOM_2010_0,Delegation to the Somalia Operations Unit,EEAS_DEL
DEL_SSD,Delegation to South Sudan,EEAS_DEL
DEL_SUR,Delegation to Suriname,EEAS_DEL
DEL_SWZ,Delegation to Eswatini,EEAS_DEL
DEL_SWZ_2009_0,Delegation to Swaziland,EEAS_DEL
DEL_SYR,Delegation to Syria,EEAS_DEL
DEL_TCD,Delegation to Chad,EEAS_DEL
DEL_TGO,Delegation to Togo,EEAS_DEL
DEL_THA,Delegation to Thailand,EEAS_DEL
DEL_THA_MMR,Delegation to Thailand and to Myanmar / Burma,EEAS_DEL
DEL_TKM,Delegation to Turkmenistan,EEAS_DEL
ECSC_RELEX,External Relations Directorate,ECSC_SG
DEL_TLS,Delegation to Timor-Leste,EEAS_DEL
DEL_TTO,Delegation to Trinidad and Tobago,EEAS_DEL
DEL_TUN,Delegation to Tunisia,EEAS_DEL
DEL_TWN,European Economic and Trade Office in Taiwan,EEAS_DEL
DEL_TZA,Delegation to Tanzania,EEAS_DEL
DEL_UGA,Delegation to Uganda,EEAS_DEL
DEL_UNO_NY,Delegation to the United Nations in New York,EEAS_DEL
DEL_UNO_ORG_INT,Delegation to the UN and other international organisations in Geneva,EEAS_DEL
DEL_VAT,"Delegation to the Holy See, to the Order of Malta and to the UN organisations in Rome",EEAS_DEL
DEL_VAT_SMR,"Delegation to the Holy See, Order of Malta, UN Organisations in Rome, and to San Marino",EEAS_DEL
DEL_VEN,Delegation to Venezuela,EEAS_DEL
DEL_VUT,Delegation to Vanuatu,EEAS_DEL
DEL_YEM,Delegation to Yemen,EEAS_DEL
DEL_ZAF,Delegation to South Africa,EEAS_DEL
DEL_ZMB,Delegation to Zambia,EEAS_DEL
DEL_ZMB_CMESA,Delegation to Zambia and COMESA,EEAS_DEL
DEL_ZWE,Delegation to Zimbabwe,EEAS_DEL
DG09EEC,DG IX – Administration,EEC_COM
ELA,European Labour Authority,EURAG
P5,Five Permanent Members,UNSC
EUMCWG,European Union Military Committee Working Group,CMT_EUMC
EPOFF,European Patent Office,EPORG
EURAIL,Europe’s Rail Joint Undertaking,EURAG
EUROHPC,European High-Performance Computing Joint Undertaking,EURAG
GHEDCTP3,Global Health EDCTP3 Joint Undertaking,EURAG
S2R,Shift2Rail Joint Undertaking,EURAG
G24,Group of 24,G77
IILAC,Institute for the Integration of Latin America and the Caribbean,IDB
EURES,European Employment services,ELA
WP_HTF,Headline Goal Task Force,CMT_EUMC
UNCSTD,United Nations Commission on Science and Technology for Development,ECOSOC
SNSJU,Smart Networks and Services Joint Undertaking,EURAG
TRCOM_RSC,Regional Steering Committee of the Transport Community,TRCOM
CMT_MIX_EU_SMR,EU–San Marino Joint Committee,EURUN
CMT_MIX_EU_AND,EU–Andorra Joint Committee,EURUN
SDMX_TWG,SDMX Technical Working Group,
SDMX_SWG,SDMX Statistical Working Group,
